Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
MU,Micron Technology Inc.,1015.8,1103981.9,88,94,84,NA,NA,67.3,-10.4,120,501.5,COMPUTER,17.2
CVLT,Commvault Systems Inc.,144.54,6166.5,77,96,95,NA,NA,67.25,11.2,79.4,-26,SOFTWARE,42.5
EQH,Equitable Holdings Inc.,53.95,14754.8,82,95,90,NA,NA,67.25,19.1,42.6,-0.8,FINANCE,-182.7
ATLC,Atlanticus Holdings Corp.,93.02,1444,79,93,96,NA,NA,67.2,-7.1,75.4,30.1,FINANCE,20.7
DGX,Quest Diagnostics Inc.,246.45,27311.9,89,99,76,NA,NA,67.2,26.4,26.2,34.4,MEDICAL,14.2
MET,MetLife Inc.,97.04,61863.7,84,96,86,NA,NA,67.2,13.4,41.5,22.7,INSURANCE,12.1
RAMP,LiveRamp Holdings Inc.,37.66,2303.5,76,95,97,NA,NA,67.15,-0.2,36.4,38.7,BUSINS SVC,15.1
FVCB,FVCBankcorp Inc.,18.01,327.1,82,96,88,NA,NA,67.1,8.3,24.5,29.8,BANKS,9
MSFT,Microsoft Corp.,493.78,3696065.3,76,98,93,NA,NA,67.1,30.1,26,-2.9,SOFTWARE,34
MTW,Manitowoc Co.,22.35,788,98,96,68,NA,NA,67.1,69.7,89.1,119.1,MACHINE,1.1
SAN,Banco Santander S.A. ADR,14.31,216320.9,83,91,93,NA,NA,67.1,6,29.4,41.7,BANKS,12.7
WEYS,Weyco Group Inc.,44.7,424.9,92,86,88,NA,NA,67.1,19.8,37.7,45.6,CONSUMER,9.5
AEM,Agnico Eagle Mines Ltd.,199.49,102776.9,74,95,99,NA,NA,67.05,19.7,1.7,29.2,MINING,19.6
CDNA,CareDx Inc.,53.83,2808.1,99,98,64,NA,NA,67.05,105.6,209.7,264.5,MEDICAL,-6.3
S,SentinelOne Inc.,22.51,8071.3,93,96,74,NA,NA,67.05,49.9,56.5,20.2,SOFTWARE,-29
WDAY,Workday Inc. Cl A,193.87,48026.5,76,97,94,NA,NA,67.05,65.8,46.5,-17,SOFTWARE,8.2
NBN,Northeast Bank,133.44,1128.9,77,95,95,NA,NA,67,5.5,25.1,18.2,BANKS,19.6
AVT,Avnet Inc.,96.12,7642.6,89,94,81,NA,NA,66.95,5.1,60.8,79.2,ELECTRNCS,6.7
GNK,Genco Shipping & Trading Ltd.,27.96,1224.8,92,95,76,NA,NA,66.95,18.1,22.8,48.6,TRANSPORTATION,-0.5
RPRX,Royalty Pharma PLC,58.41,33887.8,87,92,86,NA,NA,66.95,10.3,27.6,63.5,MEDICAL,11.5
SUTNY,Sumitomo Mitsui Trust Group Inc. ADR,5.49,32085.3,92,95,76,NA,NA,66.95,14.4,36.5,52.7,BANKS,9.8
MYE,Myers Industries Inc.,30.98,1182.3,93,85,87,NA,NA,66.9,13,51.1,87.8,MISC,12.2
PLBC,Plumas Bancorp,62.71,434.1,88,98,77,NA,NA,66.9,12.9,32,39,BANKS,13.5
CPAC,Cementos Pacasmayo S.A.A. ADR,12.39,1141.5,92,85,88,NA,NA,66.85,-2.4,22.2,75.5,BUILDING,12.8
HSTM,HealthStream Inc.,29.23,853.5,81,95,89,NA,NA,66.8,14,41.8,0.2,BUSINS SVC,5.1
IBEX,IBEX Ltd.,40.2,543.4,82,98,84,NA,NA,66.8,33,40.5,-4.3,BUSINS SVC,30.4
APPS,Digital Turbine Inc.,10.66,1326.3,95,88,80,NA,NA,66.75,23.8,227,99.6,SOFTWARE,-21.8
FCX,Freeport-McMoRan Inc.,71.54,101741.8,82,92,91,NA,NA,66.7,4.2,29,59.2,MINING,12
ISMAY,Indra Sistemas S.A. ADR,35.55,12726.9,81,93,91,NA,NA,66.7,15.2,8.3,74.5,BUSINS SVC,29.1
PAGP,Plains GP Holdings LP,27.67,21123.9,88,90,86,NA,NA,66.7,19,18.6,49,ENERGY,11.3
WSBF,Waterstone Financial Inc.,20.46,371.4,78,92,96,NA,NA,66.7,6.5,15.9,33.7,BANKS,7.7
WTBA,West Bancorp Inc.,29.27,503.9,88,94,81,NA,NA,66.7,17.5,29.1,38.5,BANKS,13.2
MANH,Manhattan Associates Inc.,211.46,12291.9,87,98,77,NA,NA,66.65,59.9,53,-2.9,SOFTWARE,71.7
NMR,Nomura Holdings Inc. ADR,10.07,29385.6,86,91,87,NA,NA,66.65,12.3,32.7,33.2,FINANCE,10.3
NWSA,News Corp Cl A,29.78,16904.9,76,93,97,NA,NA,66.65,17.8,23.6,-2.2,MEDIA,6.6
SAIC,Science Applications International Corp.,133.19,5599.6,90,95,77,NA,NA,66.65,30.1,38.2,30,BUSINS SVC,23.3
LLY,Eli Lilly & Co.,1152.93,1084857.5,73,95,98,NA,NA,66.6,4.9,25.6,51.1,MEDICAL,101.4
ASC,Ardmore Shipping Corp.,19.05,776.2,90,93,79,NA,NA,66.55,11.6,31.8,44.9,TRANSPORTATION,6.1
CTBI,Community Trust Bancorp Inc.,75.93,1384.2,84,95,84,NA,NA,66.55,11.1,31.5,31.8,BANKS,12.2
MRVL,Marvell Technology Inc.,244.25,211122.4,78,93,94,NA,NA,66.55,-21.4,178.8,229,CHIPS,19.3
OBK,Origin Bancorp Inc.,53.73,1656.6,87,92,84,NA,NA,66.55,8.9,34.6,46.2,BANKS,6.3
BLZE,Backblaze Inc. Cl A,13.16,853.6,97,85,80,NA,NA,66.5,60.7,264.5,35.4,COMPUTER,-31.8
IBKR,Interactive Brokers Group Inc.,90.69,40043,75,95,95,NA,NA,66.5,-5.5,32.5,39.7,FINANCE,20.4
MTC,MMTec Inc.,6.89,653.3,98,88,75,NA,NA,66.5,117.4,16.2,697.9,FINANCE,-272.7
TGB,Trekor Metals Ltd.,8.64,3067.1,91,90,81,NA,NA,66.45,21,39.1,136.1,MINING,-4.7
AMP,Ameriprise Financial Inc.,544.33,48203.4,79,96,88,NA,NA,66.35,16.5,25.8,10.8,FINANCE,60.5
CMBT,CMB.TECH N.V.,20.29,6019.2,97,98,63,NA,NA,66.35,40.7,58.8,113.4,TRANSPORTATION,8.4
CAKE,Cheesecake Factory Inc.,96.51,4770.6,96,82,84,NA,NA,66.3,25,71.6,75.1,RETAIL,33.7
BHB,Bar Harbor Bankshares,40.05,676.3,83,98,80,NA,NA,66.25,10.1,29.2,22.6,BANKS,7.5
NUTX,Nutex Health Inc.,208.79,1467.7,95,98,65,NA,NA,66.25,38.7,122,124.6,MEDICAL,30.7
RNR,RenaissanceRe Holdings Ltd.,327.12,13661.4,78,95,90,NA,NA,66.25,9.3,10.6,34.9,INSURANCE,23.8
SHBI,Shore Bancshares Inc.,23.23,772.9,80,93,90,NA,NA,66.25,5.8,32.9,33.1,BANKS,10.5
FBP,First BanCorp (Puerto Rico),27.58,4201.4,83,92,87,NA,NA,66.15,9.4,34.8,24,BANKS,19
MD,Pediatrix Medical Group Inc.,25.93,2071.1,83,92,87,NA,NA,66.15,9.8,30.8,56.3,MEDICAL,20.3
APPN,Appian Corp. Cl A,37.52,2729.8,84,94,83,NA,NA,66.1,79.1,48.9,13.1,SOFTWARE,0
BOX,Box Inc. Cl A,33.72,4756.8,83,95,83,NA,NA,66.1,35.7,36.9,4.4,SOFTWARE,58.5
MVBF,MVB Financial Corp.,30.59,399.8,79,91,93,NA,NA,66.1,10.7,25.4,24.8,BANKS,8.4
SCHW,Charles Schwab Corp.,105.25,180940.4,74,96,93,NA,NA,66.1,14.8,12.8,12.8,FINANCE,18.1
SPNT,SiriusPoint Ltd.,24.75,2837.9,77,97,88,NA,NA,66.1,8.7,20.9,37.3,INSURANCE,20.9
DCBO,Docebo Inc.,23.09,591.4,74,95,94,NA,NA,66.05,33.9,16.8,-24.6,SOFTWARE,56.9
FLXS,Flexsteel Industries Inc.,79.69,325.1,96,85,79,NA,NA,66.05,22.9,76.4,54,CONSUMER,22
SMMYY,Sumitomo Metal Mining Co. Ltd. ADR,15.14,16456.9,83,86,94,NA,NA,66.05,5.1,-3.6,107.5,MINING,9.2
TER,Teradyne Inc.,371.47,55208.6,75,90,99,NA,NA,66.05,-15.2,23.8,212.6,CHIPS,19.7
AMG,Affiliated Managers Group Inc.,355.8,9107.4,77,91,95,NA,NA,66,0.8,29.1,45.6,FINANCE,21.8
TGT,Target Corp.,158.19,72610.2,93,87,80,NA,NA,66,21,37.5,76.9,RETAIL,24
TLX,Telix Pharmaceuticals Ltd. ADR,12.59,4218.5,93,95,70,NA,NA,66,24.8,49.7,37.4,MEDICAL,-1.9
WSFS,WSFS Financial Corp.,78.8,4045.4,83,93,85,NA,NA,66,6.3,26.3,40.7,BANKS,10.8
EZPW,Ezcorp Inc. Cl A,30.65,1944.1,77,90,96,NA,NA,65.95,-3.4,18.6,71.3,FINANCE,12
NBBK,NB Bancorp Inc.,22.78,925.2,74,97,91,NA,NA,65.95,13.2,13.2,20.1,BANKS,6.2
OFG,OFG Bancorp,52.5,2210.5,82,93,86,NA,NA,65.95,12.5,35.7,17.1,BANKS,15.5
PBI,Pitney Bowes Inc.,16.85,2374.4,79,88,96,NA,NA,65.95,-3.7,71.9,45.3,BUSINS SVC,0
AGEN,Agenus Inc.,7.85,326.1,98,92,67,NA,NA,65.9,161.7,108.8,72.5,MEDICAL,0
DBX,Dropbox Inc.,36.48,8178,89,93,77,NA,NA,65.9,40.5,45.6,18.5,SOFTWARE,0
IVZ,INVESCO Ltd.,30.53,13342.1,78,88,97,NA,NA,65.9,8.5,30.4,34.8,FINANCE,-2.1
SFST,Southern First Bancshares Inc.,61.68,585.4,75,91,97,NA,NA,65.9,6.3,20.3,35.4,BANKS,8.7
DXPE,DXP Enterprises Inc.,185.26,2857.3,91,86,83,NA,NA,65.85,6.7,41,56.7,MACHINE,19.3
EXPE,Expedia Group Inc.,279.35,34151.4,79,86,98,NA,NA,65.85,16,16.4,25.9,LEISURE,91.1
PFG,Principal Financial Group Inc.,117.67,24823.3,84,93,83,NA,NA,65.85,7.4,35.8,43.9,INSURANCE,10.3
SITM,SiTime Corp.,614.27,18000.5,76,88,99,NA,NA,65.8,-15.7,78.7,101.2,CHIPS,-4.6
SRCE,1st Source Corp.,85.88,2065.5,84,92,84,NA,NA,65.8,11.7,29.9,31.7,BANKS,13.1
IMOS,ChipMOS Technologies Inc. ADR,61.3,1915.9,90,89,80,NA,NA,65.75,-7.9,53.1,216.6,CHIPS,2.1
FCCO,First Community Corp. (South Carolina),33.73,317.7,73,97,91,NA,NA,65.7,6.9,21.6,16.7,BANKS,12.3
UOVEY,United Overseas Bank Ltd. ADR,65.3,54155.8,75,91,96,NA,NA,65.7,6,12.3,20.3,BANKS,9.7
CGAU,Centerra Gold Inc.,23.02,4451.6,95,94,67,NA,NA,65.65,38.9,32.1,149.4,MINING,31.4
EXPD,Expeditors International of Washington Inc.,190.94,24578.6,89,92,77,NA,NA,65.65,18.4,32,53.9,TRANSPORTATION,35.4
ISNPY,Intesa Sanpaolo S.p.A. ADR,45.85,138192,79,94,87,NA,NA,65.65,8.1,27.3,19.2,BANKS,16.7
ALNT,Allient Inc.,100.49,1685.1,89,86,84,NA,NA,65.55,4.8,64.1,110.2,MACHINE,7.8
PCTY,Paylocity Holding Corp.,143.73,7758.5,76,95,89,NA,NA,65.55,42.2,31,-12.9,SOFTWARE,22
MGRT,Mega Fortune Co. Ltd.,121.98,1622.5,99,79,80,NA,NA,65.5,69.5,1405.9,2678.6,SOFTWARE,21.1
RRBI,Red River Bancshares Inc.,102.14,672.3,87,91,80,NA,NA,65.5,15,17.8,50.5,BANKS,12.5
ATI,ATI Inc.,191.63,25006.3,83,82,96,NA,NA,65.45,-4.8,28.1,138.1,AEROSPACE/DEFENSE,22.1
DK,Delek US Holdings Inc.,78.12,4993.5,99,94,61,NA,NA,65.45,88.4,72,143.2,ENERGY,-6.8
ELF,e.l.f. Beauty Inc.,96.44,5506.6,80,89,91,NA,NA,65.45,50.2,37.2,-34.2,CONSUMER,2.8
CCNE,CNB Financial Corp. (Pennsylvania),34.15,1010.4,79,93,87,NA,NA,65.4,6.2,26.2,28.1,BANKS,8.9
FNLC,First Bancorp Inc.,35.18,395.9,87,97,72,NA,NA,65.4,15.8,30.7,27.8,BANKS,12.8
FSLY,Fastly Inc. Cl A,23.86,3914,91,85,82,NA,NA,65.4,33.3,-11.2,166.6,SOFTWARE,-12.8
IAG,IAMGOLD Corp.,20.35,11524.9,83,93,82,NA,NA,65.4,20.6,13.8,84.8,MINING,17.7
IX,Orix Corp. ADR,39.3,41597.5,79,89,92,NA,NA,65.4,-2.1,30.3,46.3,FINANCE,10.7
WAB,Wabtec,280.23,47095.7,77,91,92,NA,NA,65.4,2.3,17.8,47.2,TRANSPORTATION,11
ROKU,Roku Inc. Cl A,153.64,22882.2,91,84,83,NA,NA,65.35,11.3,60.6,54.9,LEISURE,3.4
STLN,Starling Oncology Inc.,6.96,662.9,98,93,63,NA,NA,65.35,32.3,93.3,114.8,MEDICAL,0
TILE,Interface Inc.,34.26,1987.2,78,85,98,NA,NA,65.35,5.2,31.4,14.7,BUILDING,20.6
ITGR,Integer Holdings Corp.,126.28,4294.8,94,88,74,NA,NA,65.3,38.8,49.1,21.4,MEDICAL,6.1
SHEL,Shell PLC ADR,94.54,272772.9,81,93,84,NA,NA,65.3,20,1.9,32.3,ENERGY,10.1
BDSX,Biodesix Inc.,29.2,304,99,94,60,NA,NA,65.25,73.7,81.5,333.9,MEDICAL,-383.1
IOVA,Iovance Biotherapeutics Inc.,10.25,4538.8,99,94,60,NA,NA,65.25,162.1,171.9,365.9,MEDICAL,-55.5
NVT,nVent Electric PLC,157.88,24494,76,89,95,NA,NA,65.25,-10.8,31.3,60,MACHINE,12.3
TCBX,Third Coast Bancshares Inc.,44.37,739.5,76,97,85,NA,NA,65.25,13.8,21.6,8.2,BANKS,13.4
XMTR,Xometry Inc. Cl A,97.18,5460.6,94,87,75,NA,NA,65.25,4.2,144,85.4,ELECTRNCS,-20.9
BWMN,Bowman Consulting Group Ltd.,42.46,736,87,81,91,NA,NA,65.2,40.7,59,-2.2,BUSINS SVC,4.8
HBT,HBT Financial Inc.,36.01,1312.1,91,93,71,NA,NA,65.2,18.8,39.6,35.9,BANKS,13.3
CIB,Grupo Cibest S.A. ADR,96.63,25347,94,93,67,NA,NA,65.15,18.6,42,87.4,BANKS,16.5
CIX,CompX International Inc.,37.36,465.7,96,91,67,NA,NA,65.15,37.8,64.6,47.6,CONSUMER,13.7
CRCT,Cricut Inc. Cl A,5.64,1195.9,78,93,87,NA,NA,65.15,26.5,38.9,-16.9,COMPUTER,18.9
MDB,MongoDB Inc.,383.56,31692.5,74,89,97,NA,NA,65.15,15.3,42.8,21.3,SOFTWARE,-2.5
TECK,Teck Resources Ltd. Cl B,65.52,32018.8,79,92,87,NA,NA,65.15,1.8,34,66.1,MINING,5.5
V,Visa Inc. Cl A,368.29,690676.8,74,97,87,NA,NA,65.15,12.5,23.2,8.9,FINANCE,51.5
GIC,Global Industrial Co.,40.38,1540.3,88,90,78,NA,NA,65.1,22.7,34.6,10.5,RETAIL,24
MRX,Marex Group Ltd.,74.39,5270.4,96,94,63,NA,NA,65.1,14.7,104.1,120,FINANCE,27.4
SNX,TD SYNNEX Corp.,266.16,21141.9,80,86,93,NA,NA,65.1,-6.5,73.9,76.5,BUSINS SVC,9.9
MXL,MaxLinear Inc.,81.12,6801.1,86,87,84,NA,NA,65.05,-8.6,392.8,385.7,CHIPS,-28.2
PACS,PACS Group Inc.,42.12,6659.6,91,88,76,NA,NA,64.95,15.1,21,251,MEDICAL,23.1
DAC,Danaos Corp.,161.19,2956.3,95,98,58,NA,NA,64.85,28,41.5,70.7,TRANSPORTATION,13.7
UTZ,Utz Brands Inc.,14.24,2054.3,94,83,78,NA,NA,64.85,102,87.4,11.3,FOOD/BEV,0.1
ESEA,Euroseas Ltd.,77.59,493.7,82,94,79,NA,NA,64.8,13.1,13.1,21.9,TRANSPORTATION,33.1
VWDRY,Vestas Wind Systems A/S ADR,10.59,32139.1,91,89,74,NA,NA,64.8,18.9,33.2,72.5,ENERGY,21.4
SNDK,Sandisk Corp.,1791.82,236377.4,81,90,85,NA,NA,64.75,-18,137.7,1712.3,COMPUTER,91.6
YPF,YPF S.A. ADR,54.96,22632.4,89,94,70,NA,NA,64.75,8.9,39.2,125.2,ENERGY,-7.8
BTG,B2Gold Corp.,5.49,7132.9,83,95,76,NA,NA,64.7,27.7,19.3,27.1,MINING,12.2
KNSA,Kiniksa Pharmaceuticals International PLC,77.24,6189.6,97,92,62,NA,NA,64.65,40.2,71.1,115,MEDICAL,11.7
LILAK,Liberty Latin America Ltd. Cl C,8.4,1674.6,96,89,67,NA,NA,64.65,75.4,57,49.4,TELECOM,-72.9
NWS,News Corp Cl B,32.68,16904.9,71,90,97,NA,NA,64.65,13.7,19.7,-2.6,MEDIA,6.6
JBAXY,Julius Baer Group AG ADR,17.54,18278.7,74,90,93,NA,NA,64.6,6,17.4,25.9,FINANCE,11
NWFL,Norwood Financial Corp.,34.76,383.3,81,95,78,NA,NA,64.6,13,24.4,30.6,BANKS,12.2
PGEN,Precigen Inc.,7.78,2817.7,98,94,58,NA,NA,64.6,61.4,137.9,104.7,MEDICAL,-572
XP,XP Inc. Cl A,20.01,10438.5,75,97,83,NA,NA,64.6,30.8,7.8,-0.5,FINANCE,24.5
AMZN,Amazon.com Inc.,253.71,2709414,68,91,99,NA,NA,64.55,3.8,20.9,9.7,RETAIL,22.3
ARMK,Aramark,56.45,14997.6,85,86,84,NA,NA,64.55,5.9,41.7,49.6,BUSINS SVC,10.6
CACI,CACI International Inc. Cl A,626.85,14033.2,77,94,84,NA,NA,64.55,34.4,3,26.3,BUSINS SVC,12.8
CRVL,Corvel Corp.,70.67,3561.7,73,94,89,NA,NA,64.55,20.8,29.9,-14.8,MEDICAL,30.8
FCFS,FirstCash Holdings Inc.,218.99,9497.1,73,90,94,NA,NA,64.55,-3.5,15.2,47.4,FINANCE,15.3
PGNY,Progyny Inc.,27.13,2072.4,73,90,94,NA,NA,64.55,4,51.8,20.5,MEDICAL,12.5
ZS,Zscaler Inc.,197.31,32198.4,69,94,94,NA,NA,64.55,58,26.5,-32.2,SOFTWARE,-2.9
ARW,Arrow Electronics Inc.,219.31,10945.7,81,89,85,NA,NA,64.5,-5.8,56.5,78.5,ELECTRNCS,9.3
BNS,Bank of Nova Scotia,94.07,116022.9,86,92,75,NA,NA,64.5,8.1,34.8,45.5,BANKS,9.2
KAOOY,Kao Corp. ADR,7.35,20289,72,90,95,NA,NA,64.5,15.3,12,-3.4,CONSUMER,11.8
LH,Labcorp Holdings Inc.,320.71,26173.4,84,94,75,NA,NA,64.5,25.4,20.6,15.7,MEDICAL,10.5
NPK,National Presto Industries Inc.,148.58,1085.3,85,89,80,NA,NA,64.5,12.7,11.4,28.7,AEROSPACE/DEFENSE,8.7
VSXY,Victoria's Secret & Co.,77.93,6180.1,85,77,95,NA,NA,64.5,-4.9,63.4,183.1,CONSUMER,21.5
DMLP,Dorchester Minerals L.P.,29.79,1461.5,80,97,76,NA,NA,64.45,19.2,9.2,16.2,ENERGY,16.4
NTRS,Northern Trust Corp.,177.89,32372.2,78,87,91,NA,NA,64.45,3.4,31.9,34.5,BANKS,13.4
PBR,Petroleo Brasileiro S/A ADR,20.8,127992,90,95,66,NA,NA,64.45,24.2,5.2,62.4,ENERGY,29.2
AMAL,Amalgamated Financial Corp.,47.4,1409.2,86,90,77,NA,NA,64.4,7.8,28.3,65,BANKS,13.9
CBNA,Chain Bridge Bancorp Inc. Cl A,47.02,308.2,92,96,62,NA,NA,64.4,16.2,34.4,49.6,BANKS,12.9
ESQ,Esquire Financial Holdings Inc.,123.2,1496.9,73,95,87,NA,NA,64.4,8.5,17,18.2,BANKS,19.3
ONC,BeOne Medicines Ltd. ADR,350.84,39731.1,81,95,77,NA,NA,64.4,29.9,24.3,2.3,MEDICAL,7.5
OMER,Omeros Corp.,17.87,1335.6,98,89,63,NA,NA,64.35,73.8,63.2,319.5,MEDICAL,0
PANL,Pangaea Logistics Solutions Ltd.,8.38,550.6,82,93,78,NA,NA,64.35,13.6,19.9,48.6,TRANSPORTATION,4.5
EBAY,eBay Inc.,111.84,50240.5,75,94,85,NA,NA,64.25,3.3,21.9,24.8,RETAIL,40.8
PBR.A,Petroleo Brasileiro S/A ADR A,18.82,127992,90,95,65,NA,NA,64.25,25.6,5,59.4,ENERGY,29.2
AGM,Federal Agricultural Mortgage Corp. Cl C,220.94,2356.3,87,85,81,NA,NA,64.2,20.4,56.9,17.6,FINANCE,12.9
ALIZY,Allianz SE ADR,50.7,196214.1,79,89,86,NA,NA,64.2,10.8,24.6,23.9,INSURANCE,19.1
CGNX,Cognex Corp.,61.56,10236.4,71,89,96,NA,NA,64.2,-6.9,23.4,33.3,ELECTRNCS,7.6
CM,Canadian Imperial Bank of Commerce,114.87,103249.9,74,90,91,NA,NA,64.2,2.8,19.1,42.8,BANKS,13.7
GPRK,GeoPark Ltd.,11.04,723.6,84,92,76,NA,NA,64.2,8.9,11.4,76.4,ENERGY,22.1
SSL,Sasol Ltd. ADR,13.72,9006.8,94,94,61,NA,NA,64.2,27.4,14,104.8,ENERGY,7.8
BFC,Bank First Corp.,152.22,1686.1,70,93,92,NA,NA,64.15,6.7,15.4,17.6,BANKS,11.1
DNKEY,Danske Bank A/S ADR,28.9,45877.7,80,91,82,NA,NA,64.15,8.3,14.2,37.5,BANKS,13.2
HPQ,HP Inc.,34.4,31256.1,93,94,62,NA,NA,64.15,46.4,88.8,21.8,COMPUTER,0
JAPAY,Japan Tobacco Inc. ADR,21.91,78814,84,91,77,NA,NA,64.15,15.8,17.2,36.5,ALCOHL/TOB/THC,13.3
LILA,Liberty Latin America Ltd. Cl A,8.41,1674.6,96,87,67,NA,NA,64.15,75.2,59.8,51.6,TELECOM,-72.9
SXT,Sensient Technologies Corp.,129.6,5498.3,89,82,82,NA,NA,64.15,14.2,51.4,25.7,FOOD/BEV,11.9
WST,West Pharmaceutical Services Inc.,362.31,25799.8,87,91,73,NA,NA,64.1,10.5,51.6,42.1,MEDICAL,16.9
FORM,FormFactor Inc.,118.38,8712.8,70,87,99,NA,NA,64.05,-20.8,23.1,228.5,CHIPS,5.5
OSBC,Old Second Bancorp Inc.,24.99,1267.8,85,92,74,NA,NA,64.05,14.2,29.6,36.1,BANKS,10.2
PRAA,PRA Group Inc.,21,774.4,88,93,69,NA,NA,64.05,40.6,19.8,21.5,FINANCE,-28.9
RGEN,Repligen Corp.,176.89,10056.3,90,95,64,NA,NA,64.05,34,50.4,42.2,MEDICAL,2.4
FDBC,Fidelity D&D Bancorp Inc.,54.83,314.8,83,93,75,NA,NA,64,10.4,25.6,21.8,BANKS,12.7
ADP,Automatic Data Processing Inc.,271.22,108150.8,76,95,81,NA,NA,63.95,24.2,30.2,-6.8,BUSINS SVC,72.2
AVAH,Aveanna Healthcare Holdings Inc.,13.67,3049.5,97,94,56,NA,NA,63.95,75.5,97.8,61.6,MEDICAL,634.7
MA,Mastercard Inc.,565.24,495585.1,68,95,91,NA,NA,63.95,15.4,15.7,-3.6,FINANCE,210.5
TAK,Takeda Pharmaceutical Co. Ltd. ADR,18.91,60935.5,83,92,76,NA,NA,63.95,21,4.9,25.9,MEDICAL,-2.2
IESC,IES Holdings Inc.,322.16,12638.4,75,83,97,NA,NA,63.900000000000006,-9.6,45.9,70.7,BUILDING,40.5
ASIC,Ategrity Specialty Insurance Co. Holdings,27.61,1350.1,93,92,63,NA,NA,63.85,30.5,37.6,30.5,INSURANCE,14.6
HQY,HealthEquity Inc.,95.14,7817.4,69,92,93,NA,NA,63.85,11.7,19.6,-0.5,BUSINS SVC,10.2
KB,KB Financial Group Inc. ADR,126.93,43757.9,87,90,73,NA,NA,63.85,18.9,25.7,50.7,BANKS,10.7
SII,Sprott Inc.,127.78,3226.7,64,92,99,NA,NA,63.8,4.5,-12.1,77.7,FINANCE,19.5
FOX,Fox Corp. Cl B,57.74,25877.4,71,92,90,NA,NA,63.75,23,10.7,6.9,MEDIA,14.3
FOXA,Fox Corp. Cl A,64.45,25877.4,72,91,90,NA,NA,63.75,23.4,11.8,7.7,MEDIA,14.3
VIST,Vista Energy S.A.B. de C.V. ADR,72.27,8669.4,81,94,75,NA,NA,63.75,5.4,4.1,108,ENERGY,34.9
A,Agilent Technologies Inc.,156.47,44076.8,85,97,66,NA,NA,63.7,23.1,40.3,22.6,MEDICAL,20.6
PR,Permian Resources Corp.,22.76,19431.3,91,91,66,NA,NA,63.7,23.5,16.1,67.6,ENERGY,9.6
TD,Toronto-Dominion Bank,122.33,205798,83,91,76,NA,NA,63.7,2.5,29.7,56,BANKS,16.9
MITK,Mitek Systems Inc.,16.73,780.6,78,87,87,NA,NA,63.650000000000006,-3,17,61.5,SOFTWARE,3.9
SMBC,Southern Missouri Bancorp Inc.,72.49,797.3,71,90,92,NA,NA,63.650000000000006,0,18.4,28.9,BANKS,12.6
DAR,Darling Ingredients Inc.,65.36,10492.3,92,84,73,NA,NA,63.6,21.8,15.2,101.4,AGRICULTURE,1.4
MSBI,Midland States Bancorp Inc.,33.54,697.9,93,91,63,NA,NA,63.6,14,61.5,81.4,BANKS,-19.6
RYCEY,Rolls-Royce Holdings PLC ADR,19.41,164075.8,76,84,93,NA,NA,63.6,3.9,16.1,26.8,AEROSPACE/DEFENSE,609.9
B,Barrick Mining Corp.,43.33,71971,64,91,99,NA,NA,63.55,7.4,7.1,44.1,MINING,19.6
SLAB,Silicon Laboratories Inc.,220.5,7330.7,75,92,84,NA,NA,63.55,0.3,7.2,56.1,CHIPS,-6
WTTR,Select Water Solutions Inc.,20.78,2625.3,93,78,79,NA,NA,63.55,17.4,43.3,107.6,UTILITY,2.7
GABC,German American Bancorp Inc.,49.13,1848.5,78,92,80,NA,NA,63.5,9.2,25.7,18.5,BANKS,12
BAP,Credicorp Ltd.,381.83,30493.7,80,89,81,NA,NA,63.45,-0.2,17.8,45.8,BANKS,18.9
JAZZ,Jazz Pharmaceuticals PLC,240.74,15828.8,86,87,76,NA,NA,63.45,7.2,33.4,83.5,MEDICAL,-8.5
KEYS,Keysight Technologies Inc.,335,56425.9,75,90,86,NA,NA,63.45,-7.9,17.9,89,ELECTRNCS,15.8
KSPI,Kaspi.kz JSC ADR,97.53,19046.2,85,92,71,NA,NA,63.45,18.6,33.5,8.3,FINANCE,52.8
NIQ,NIQ Global Intelligence PLC,18.19,5294.5,89,80,81,NA,NA,63.45,119.7,67.8,2.6,BUSINS SVC,-57.1
OVV,Ovintiv Inc.,62.37,17354,87,86,76,NA,NA,63.45,19,11.3,48.5,ENERGY,11.5
RBB,RBB Bancorp,26.7,451.3,78,87,86,NA,NA,63.45,4.8,30.4,33.8,BANKS,6.2
OABI,OmniAb Inc.,4.47,645.5,99,89,57,NA,NA,63.4,91,145.6,169.3,MEDICAL,-23.4
SCSC,Scansource Inc.,56.88,1161.2,89,87,72,NA,NA,63.4,14.6,66,28.3,BUSINS SVC,8.7
ALPMY,Astellas Pharma Inc. ADR,15.18,27344.7,77,94,78,NA,NA,63.35,12.3,-1,36.2,MEDICAL,17.9
BPOP,Popular Inc.,162.03,10266.4,75,88,88,NA,NA,63.35,1.8,25.7,26.8,BANKS,14
FTDR,Frontdoor inc.,78.29,5477,84,79,88,NA,NA,63.35,9.4,29.8,16.7,BUSINS SVC,106
JMSB,John Marshall Bancorp Inc.,23.15,326.3,73,86,93,NA,NA,63.35,8.6,21,9,BANKS,8.3
SPB,Spectrum Brands Holdings Inc.,86.17,1999,80,75,98,NA,NA,63.35,2.6,18.9,58.2,BUILDING,4.9
