Symbol,Name,Current Price,Market Cap (mil),RS Rating,Comp Rating,EPS Rating,SMR Rating,A/D Rating,Quality Score,% Chg 3 Months,% Chg 6 Months,% Chg 12 Months,Sector,ROE
IIIV,i3 Verticals Inc. Cl A,14.78,396.1,8,27,41,NA,NA,21.950000000000003,-25.4,-33.9,-54.1,FINANCE,-0.8
REF,Reformation Inc.,14.63,904.5,46,1,26,NA,NA,21.95,0,0,0,CONSUMER,2.9
SG,Sweetgreen Inc.,7.22,814.2,39,20,11,NA,NA,21.95,-19.5,30.8,-16.3,RETAIL,-33.4
DNUT,Krispy Kreme Inc.,3.02,529.2,17,9,52,NA,NA,21.9,-16.8,-16.8,-17,RETAIL,-58.2
MRTN,Marten Transport Ltd.,13.5,1106.5,45,12,13,NA,NA,21.85,-19.9,16.3,19.7,TRANSPORTATION,2.3
LMND,Lemonade Inc.,47.09,3759.9,15,21,39,NA,NA,21.8,-20,-26.9,-17.8,INSURANCE,-29.4
LUCK,Lucky Strike Entertainment Corp.,5.53,748.4,9,15,54,NA,NA,21.8,-27.1,-30.2,-42.9,LEISURE,0
NOAH,Noah Holdings Ltd. ADR,8.1,589.9,12,24,39,NA,NA,21.8,-20.5,-29.2,-31.4,FINANCE,5.6
AMTM,Amentum Holdings Inc.,19.6,4936.6,19,20,35,NA,NA,21.75,-9.5,-27.6,-12,BUSINS SVC,1.5
SAFE,Safehold Inc.,13.14,960.3,24,23,25,NA,NA,21.75,-14.3,-10.1,-21.3,REAL EST,4.8
AIQUY,Air Liquide S.A. ADR,37.38,120885.6,50,16,1,NA,NA,21.7,-2.6,4.7,0,CHEMICAL,0
AORT,Artivion Inc.,23.35,1164.3,30,16,26,NA,NA,21.7,10.2,-36.3,-43.5,MEDICAL,2.7
FANUF,Fanuc Corp.,38,34406,36,30,1,NA,NA,21.7,-18.5,-2,32.3,MACHINE,9.5
HAGHY,Hensoldt AG ADR,8.91,10305.3,57,9,1,NA,NA,21.7,8.4,-7.9,-19.6,AEROSPACE/DEFENSE,0
LZM,Lifezone Metals Ltd.,3.87,346.2,28,26,16,NA,NA,21.7,-20.2,-0.5,-24.4,MINING,-16.7
MHVIY,Mitsubishi Heavy Industries Ltd. ADR,12.42,83860,45,21,1,NA,NA,21.7,0.7,-20.8,-0.1,MACHINE,0
SMEGF,Siemens Energy AG,161.69,138753.8,52,14,1,NA,NA,21.7,-17.6,-10.7,44.3,ENERGY,0
WGO,Winnebago Industries Inc.,26.43,762.1,22,15,37,NA,NA,21.65,-7.8,-19.2,-21.6,AUTO,2.1
QVCG,QVC Group Inc.,15.92,798.5,31,1,43,NA,NA,21.6,0,0,0,RETAIL,0
WSO.B,Watsco Inc. Cl B,312.46,12599.4,24,16,33,NA,NA,21.6,-10.7,-15.2,-22.4,BUILDING,17.1
LFTO,Liftoff Mobile Inc.,16.39,2949.8,17,18,39,NA,NA,21.55,-38.5,0,0,BUSINS SVC,0
PSKY,Paramount Skydance Corp. Cl B,10.21,11915.1,33,22,14,NA,NA,21.55,2.7,13.4,-42.9,MEDIA,-4.4
CRNC,Cerence Inc.,7.73,368.6,18,12,45,NA,NA,21.5,-28.2,8.3,-33.7,SOFTWARE,-12.8
EMF,Templeton Emerging Markets Fund,22.31,333.3,66,0,0,NA,NA,21.5,-7.8,21.9,35.2,ETF/ETN/CEF,20.8
FUBO,FuboTV Inc.,10.04,1081,26,20,25,NA,NA,21.5,8.9,-26.6,-80.9,LEISURE,-70.7
XRAY,Dentsply Sirona Inc.,9.54,1868.9,24,14,35,NA,NA,21.5,-7.6,-17.7,-28.9,MEDICAL,-36.5
TGOPY,3i Group PLC ADR,8.95,36967.1,48,17,1,NA,NA,21.45,20.3,-6.5,-32.4,FINANCE,0
ADUR,Aduro Clean Technologies Inc.,12.59,449.5,36,16,17,NA,NA,21.4,-16.7,8.1,-4.5,MACHINE,-128.7
AN,AutoNation Inc.,168.29,5781.7,21,23,27,NA,NA,21.4,-10.8,-9.6,-23.9,RETAIL,27.1
GLXY,Galaxy Digital Inc.,24.69,8709,24,28,17,NA,NA,21.4,-27.8,14.4,-25.4,FINANCE,-5.7
BNTC,Benitec Biopharma Inc.,11.02,396.3,35,20,13,NA,NA,21.35,-9.3,-5.7,-21.2,MEDICAL,-33.2
MWH,SOLV Energy Inc. Cl A,26.46,5205.5,24,15,33,NA,NA,21.35,-22.7,-12.6,0,BUILDING,0
LBRT,Liberty Energy Inc.,19.33,3118.6,27,19,24,NA,NA,21.3,-28.9,-38.9,73.8,ENERGY,7.3
PRIM,Primoris Services Corp.,77.13,4123,9,17,49,NA,NA,21.3,-23.9,-44.2,-39.2,BUILDING,17.8
HCMLY,Holcim Ltd. ADR,16.4,44631.8,30,10,31,NA,NA,21.2,-15.1,0,-5.3,BUILDING,1.9
SFD,Smithfield Foods Inc.,19.82,7792.7,19,17,36,NA,NA,21.2,-20.5,-15.8,-17.3,FOOD/BEV,15.6
LINE,Lineage Inc.,36.81,8639.3,34,16,18,NA,NA,21.1,-11,-2.7,-9.1,REAL EST,-1.2
OLMA,Olema Pharmaceuticals Inc.,9.82,866.2,40,14,13,NA,NA,21.1,3.3,-32.6,15.4,MEDICAL,-36.6
WSO,Watsco Inc.,311.77,12599.4,20,18,33,NA,NA,21.1,-22.3,-17.5,-18.9,BUILDING,17.1
LEGN,Legend Biotech Corp. ADR,17.61,3406.5,10,23,39,NA,NA,21.05,-36.9,-3.3,-49.9,MEDICAL,-29.1
LOW,Lowe's Cos.,192.49,108951.1,18,11,44,NA,NA,21.05,-13.4,-16.7,-28.1,RETAIL,0
FFA,First Trust Enhanced Equity Income Fund,22.8,455.7,64,0,0,NA,NA,21,0.8,8.3,6,ETF/ETN/CEF,18
HBNB,Hotel101 Global Holdings Corp.,5.02,1212.9,35,9,25,NA,NA,21,-6.8,-37.8,64.5,LEISURE,-68.7
HFRO,Highland Opportunities & Income Fund,7.07,383.6,64,0,0,NA,NA,21,-3.4,21.9,7.1,ETF/ETN/CEF,-3
SSEZY,SSE PLC ADR,32.58,40339.2,63,1,0,NA,NA,21,6.3,-8.9,44.3,UTILITY,0
TTWO,Take-Two Interactive Software Inc.,205.45,39381.8,27,22,18,NA,NA,20.85,-14.1,0.6,-17.7,SOFTWARE,-10.6
TGLS,Tecnoglass Holdings Inc.,35.77,1608.7,12,20,39,NA,NA,20.8,-22.2,-17.9,-49.2,BUILDING,23.7
RNECY,Renesas Electronics Corp. ADR,10.56,36147.6,62,1,0,NA,NA,20.75,-25.3,30.4,77.7,CHIPS,0
BOUYY,Bouygues S.A. ADR,9.93,19914,31,14,22,NA,NA,20.65,-14.2,-15.1,13.4,BUILDING,9
ESAB,ESAB Corp.,64.94,4144.7,7,18,47,NA,NA,20.65,-38.9,-33.2,-40.8,MACHINE,12.8
CCI,Crown Castle Inc.,73.06,31373.1,18,18,33,NA,NA,20.6,-11,-14,-21.4,REAL EST,0
OFIX,Orthofix Medical Inc.,8.71,351.9,18,14,38,NA,NA,20.6,-7.8,-26.6,-43.7,MEDICAL,-19.3
FBRT,Franklin BSP Realty Trust Inc.,7.47,631.1,19,19,30,NA,NA,20.5,-11.4,-18.4,-34,REAL EST,5.1
TAC,Transalta Corp.,12.22,3885.2,31,15,20,NA,NA,20.5,-11.1,-1.8,-9.3,UTILITY,-8.8
WY,Weyerhaeuser Co.,21.22,15611.1,25,17,25,NA,NA,20.5,-12.7,-9.4,-13.5,REAL EST,3.4
ACIC,American Coastal Insurance Corp.,9.18,444.4,20,25,21,NA,NA,20.45,-12.6,-18.5,-17.6,INSURANCE,38.6
MDRX,Veradigm Inc.,4.7,523.2,44,17,1,NA,NA,20.45,-2.1,1.1,1.1,SOFTWARE,0
WU,Western Union Co.,6.18,2036.6,15,22,31,NA,NA,20.45,-13.2,-31.3,-24.6,FINANCE,51.9
AIIR,Air Global PLC,7.44,1246.2,37,23,2,NA,NA,20.4,6.3,-27.4,-27.5,RETAIL,2.6
STWD,Starwood Property Trust Inc.,14.94,5582.1,21,19,27,NA,NA,20.4,-10.5,-15.3,-26.4,REAL EST,6.1
WBTN,WEBTOON Entertainment Inc.,10.46,1403.3,23,25,17,NA,NA,20.4,-9,18.6,-50.4,INTERNET,-26.2
YASKY,Yaskawa Electric Corp. ADR,55.84,7215.7,28,16,22,NA,NA,20.4,-38.1,-4.3,32.9,MACHINE,7.9
ALH,Alliance Laundry Holdings Inc.,21.58,4272,30,17,18,NA,NA,20.35,-19.7,8.1,0,MACHINE,177.3
COUR,Coursera Inc.,5.04,1361.7,20,19,28,NA,NA,20.35,-5.8,-14,-56.5,SOFTWARE,-8.3
GIII,G-III Apparel Group Ltd.,27.57,1186.4,29,14,23,NA,NA,20.35,-20.7,5.8,0.9,CONSUMER,3.9
BXMT,Blackstone Mortgage Trust Inc. Cl A,13.27,2275.3,10,16,44,NA,NA,20.3,-26.6,-29.7,-31.8,REAL EST,3
CLX,Clorox Co.,83.1,10279.1,17,13,39,NA,NA,20.3,-13.3,-23,-33,CONSUMER,285.6
CPB,Campbell's Co.,20.69,6316,26,16,24,NA,NA,20.3,-2.2,-1.9,-38.4,FOOD/BEV,10.3
MGM,MGM Resorts International,37.81,9638.5,34,12,19,NA,NA,20.3,-19.3,4,5.2,LEISURE,7.7
SMPL,Simply Good Foods Co.,10.13,889,9,17,44,NA,NA,20.3,-19.8,-29.4,-62.3,FOOD/BEV,5.9
BTU,Peabody Energy Corp.,25.22,3320.6,41,16,5,NA,NA,20.25,1.7,-30.4,15.7,ENERGY,-1.5
ELVA,Electrovaya Inc.,6.61,323.9,26,19,20,NA,NA,20.25,-36.6,-12.9,-2.4,AUTO,16.9
CTRI,Centuri Holdings Inc.,19.35,1931.4,11,13,46,NA,NA,20.200000000000003,-35,-36.6,-11.2,UTILITY,3.1
JBGS,JBG SMITH Properties,11.23,852.1,11,13,46,NA,NA,20.200000000000003,-20.7,-23.2,-53.3,REAL EST,-9.5
RGTI,Rigetti Computing Inc.,15.76,5337,14,14,41,NA,NA,20.200000000000003,-26.2,0.6,-36.3,BUSINS SVC,-64.3
EXPGY,Experian PLC ADR,36.36,32972.2,43,17,1,NA,NA,20.2,9.4,-0.1,-30.5,FINANCE,0
GPGI,GPGI Inc.,11.98,3577.2,13,18,37,NA,NA,20.15,-16.9,-32.5,-40.5,MISC,-272.8
KD,Kyndryl Holdings Inc.,12.07,2820.7,27,24,12,NA,NA,20.15,9.7,-2.7,-61.7,SOFTWARE,16.5
DJT,Trump Media & Technology Group Corp.,8.85,2412.5,39,19,3,NA,NA,20.1,4.2,-3.1,-47.7,MEDIA,-55.6
ATTO,Attovia Therapeutics Inc.,22.14,1037.7,52,1,9,NA,NA,20.05,0,0,0,MEDICAL,-57.2
CLB,Core Laboratories Inc.,11.25,523.1,23,17,25,NA,NA,20,-3.8,-30,-11.3,ENERGY,11.5
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,30.4,498.7,60,0,0,NA,NA,20,0,9.5,10.7,ETF/ETN/CEF,18.3
TLK,Telekomunikasi Indonesia ADR,14.17,14462.9,18,18,30,NA,NA,20,-4.8,-21.6,-27.8,TELECOM,12.9
TNC,Tennant Co.,67.4,1135.7,25,17,22,NA,NA,19.9,-25.7,5.4,-18.2,MACHINE,7.2
TTD,Trade Desk Inc. Cl A,13.92,6700.5,6,32,27,NA,NA,19.9,-24.8,-40.9,-68.3,BUSINS SVC,16.3
CELC,Celcuity Inc.,80.61,4154.8,35,14,13,NA,NA,19.85,-8.1,-28.4,46.5,MEDICAL,-163.8
HSAI,Hesai Group ADR,16.52,2667.9,24,21,18,NA,NA,19.85,-2.2,-32.3,-44.3,AUTO,6.5
WOLF,Wolfspeed Inc.,25.59,1256.6,42,15,3,NA,NA,19.85,-55.4,52.5,0,CHIPS,1.8
ESRT,Empire State Realty Trust Inc. Cl A,3.93,720.2,9,15,44,NA,NA,19.8,-25,-23.2,-48.8,REAL EST,4.6
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,23.02,1760.7,59,0,0,NA,NA,19.75,-0.2,9.5,9.4,ETF/ETN/CEF,19.5
LWLG,Lightwave Logic Inc.,5.1,773.9,29,14,20,NA,NA,19.75,-47.9,-23.5,38.2,ELECTRNCS,-37.6
NKE,Nike Inc. Cl B,35.51,53940,9,10,50,NA,NA,19.75,-21.4,-33.6,-50.7,CONSUMER,22.1
OPI,Office Properties Income Trust,17.62,363.6,54,1,5,NA,NA,19.75,0,0,0,REAL EST,-26.8
SSYS,Stratasys Ltd.,8,700.7,32,15,15,NA,NA,19.75,-10.3,2.6,-19.4,MACHINE,-12.7
MNSO,MINISO Group Holding Ltd. ADR,8.6,2694,6,16,46,NA,NA,19.700000000000003,-28,-49.5,-65.3,RETAIL,11.4
POOL,Pool Corp.,167.96,6092.5,14,12,41,NA,NA,19.700000000000003,-15.6,-18.4,-48.3,RETAIL,32.9
SKHHY,Sonic Healthcare Ltd. ADR,13.62,6896.9,38,20,1,NA,NA,19.7,-2.4,-7.4,-7,MEDICAL,7.3
WLK,Westlake Corp.,69.07,9018.6,20,10,36,NA,NA,19.7,-14,-38.7,-18.7,CHEMICAL,-15.5
ADIG,ADI Global Distribution Inc.,20.7,1643,48,1,12,NA,NA,19.65,0,0,0,RETAIL,-13.8
FWRG,First Watch Restaurant Group Inc.,10.18,623.6,17,12,37,NA,NA,19.65,-13.8,-17.4,-38.5,RETAIL,3.2
VMET,Versamet Royalties Corp.,9.5,1044.2,36,17,7,NA,NA,19.65,-21.1,-11,61.4,MINING,9.1
CPRI,Capri Holdings Ltd.,14.75,1699.1,10,14,43,NA,NA,19.6,-27.4,-19,-31.5,CONSUMER,35.3
PATK,Patrick Industries Inc.,68.71,2245.7,10,14,43,NA,NA,19.6,-21.4,-39,-36,AUTO,11.7
PPTA,Perpetua Resources Corp.,23.24,2923.5,36,20,3,NA,NA,19.6,-4.4,-18.6,33.5,MINING,-20.7
CORZ,Core Scientific Inc.,17.99,5507.8,30,20,10,NA,NA,19.5,-38.3,10,7.4,FINANCE,0
CWK,Cushman & Wakefield Ltd.,12.4,2931.6,30,16,15,NA,NA,19.5,-3.9,0.1,-26.5,REAL EST,4.8
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.62,2933.9,58,0,0,NA,NA,19.5,0.2,8.2,7,ETF/ETN/CEF,14.4
GLAS,Glass House Brands Inc.,7.97,618.6,37,17,5,NA,NA,19.5,-41.3,4.2,10.4,ALCOHL/TOB/THC,-16.1
SCGLY,Societe Generale S.A. ADR,16.61,62289.8,57,1,0,NA,NA,19.5,-7.4,6.8,22.9,BANKS,0
SUPV,Grupo Supervielle S.A. ADR,8.04,782,29,21,10,NA,NA,19.5,-29.3,-0.6,56.1,BANKS,-5.2
UFPI,UFP Industries Inc.,79.2,4371.5,28,14,20,NA,NA,19.5,-8.5,-11.7,-19.3,BUILDING,9
GVA,Granite Construction Inc.,115.97,5043,32,17,11,NA,NA,19.45,-20.9,-4.5,5.8,BUILDING,17.6
MDLN,Medline Inc.,31.64,42228.4,22,15,26,NA,NA,19.45,-12,-25.1,0,MEDICAL,8.5
GLIBA,Liberty Capital Corp. Series A GCI Group,24.12,968.8,40,12,7,NA,NA,19.4,14.8,-33,-33.1,TELECOM,-19.9
MAT,Mattel Inc.,13.26,3802.7,24,15,23,NA,NA,19.35,-5.6,-11.1,-23.5,LEISURE,17.7
UUUU,Energy Fuels Inc.,11.7,3172,13,18,33,NA,NA,19.35,-29.3,-37.5,-17,MINING,-14.2
DSC,DSC Holdings Ltd. ADR,6.9,377.5,28,1,35,NA,NA,19.25,0,0,0,SOFTWARE,-12.5
EOSE,Eos Energy Enterprises Inc.,3.96,1449.4,5,24,35,NA,NA,19.25,-48.2,-25,-56,MACHINE,0
QFIN,Qfin Holdings Inc. ADR,8.09,992.6,4,21,40,NA,NA,19.25,-46.8,-38.8,-73.3,FINANCE,24.6
SAFRY,SAFRAN S.A. ADR,92.7,158792.5,56,1,0,NA,NA,19.25,-3.2,5.1,10.6,AEROSPACE/DEFENSE,0
VNDA,Vanda Pharmaceuticals Inc.,5.13,309,27,26,5,NA,NA,19.25,-11.6,-40.1,13.5,MEDICAL,-50.9
CD,Chaince Digital Holdings Inc.,3.5,320.1,8,24,31,NA,NA,19.2,-27.3,-21.9,-64.5,FINANCE,-6.7
DPC,DPC Holdings PLC,40.76,6035.5,35,1,26,NA,NA,19.2,0,0,0,AEROSPACE/DEFENSE,0
AERO,Grupo Aeromexico S.A.B. de C.V. ADR,15.42,2159.4,33,18,7,NA,NA,19.15,-12.6,15.8,0,TRANSPORTATION,0
HUBG,Hub Group Inc. Cl A,32.72,2041.3,18,13,32,NA,NA,19.15,-26.2,-2.9,-11.9,TRANSPORTATION,6.3
MNR,Mach Natural Resources LP,11.13,1831.4,24,23,12,NA,NA,19.15,-10.6,-19.4,-17.8,ENERGY,9
PHAR,Pharming Group N.V. ADR,10.55,762.7,14,20,28,NA,NA,19.1,-18.1,-30.9,-23.9,MEDICAL,1.1
WS,Worthington Steel Inc.,33.33,1720,30,16,13,NA,NA,19.1,-18.2,5.2,-0.9,METALS,0.8
AEVA,Aeva Technologies Inc.,14.8,1063,20,13,29,NA,NA,19.05,-39.3,1.4,-13.5,AUTO,-258.4
HY,Hyster-Yale Inc.,33.54,596.9,37,16,4,NA,NA,19.05,-14.7,12.2,-11.7,MACHINE,-12.7
SOLS,Solstice Advanced Materials Inc.,57.31,9342.7,29,12,19,NA,NA,19.05,-33,-23,0,CHEMICAL,10.2
BRSL,Brightstar Lottery PLC,10.18,1915.4,16,8,40,NA,NA,19,-10,-19.3,-38.9,LEISURE,-0.1
BTO,John Hancock Financial Opportunities Fund,37.36,739,56,0,0,NA,NA,19,0.5,11.4,2.2,ETF/ETN/CEF,9.9
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,5.75,366.1,56,0,0,NA,NA,19,1.4,3.6,1.2,ETF/ETN/CEF,19.5
HIMS,Hims & Hers Health Inc.,27.99,6507.1,25,27,5,NA,NA,19,-21.1,20.9,-50.2,MEDICAL,25.2
PHYS,Sprott Physical Gold Trust,33.03,15900.9,56,0,0,NA,NA,19,3.8,-9.7,17.9,ETF/ETN/CEF,48.4
SOC,Sable Offshore Corp. Cl A,4.56,834.6,5,18,41,NA,NA,18.950000000000003,-54.9,-73,-81,ENERGY,-89.3
RTO,Rentokil Initial PLC ADR,21.35,10948.8,12,19,31,NA,NA,18.95,-25,-32.9,-13.4,BUSINS SVC,5.4
RYN,Rayonier Inc.,20.14,5983.6,34,21,1,NA,NA,18.95,-4,-0.4,-22.6,REAL EST,23.7
CRK,Comstock Resources Inc.,12.84,3793.6,21,25,12,NA,NA,18.9,-2,-37.8,-24.7,ENERGY,16.1
IP,International Paper Co.,34.53,18826.2,31,19,7,NA,NA,18.9,-6.2,-3.8,-26.7,MISC,-24.7
JBS,JBS N.V. Cl A,11.96,12915.4,29,13,17,NA,NA,18.9,0.3,-19.9,-22.9,FOOD/BEV,38.1
MNKD,MannKind Corp.,3.54,1151.1,31,22,3,NA,NA,18.85,-10.2,35.6,-36.9,MEDICAL,0
PSNY,Polestar Automotive Holding UK PLC ADR,7.86,1311,3,14,48,NA,NA,18.85,-60.8,-54.1,-73.8,AUTO,0
TRTX,TPG RE Finance Trust,7.18,559.6,20,13,28,NA,NA,18.85,-16.5,-10,-23.1,FINANCE,5.3
ACI,Albertsons Cos. Inc.,12.35,6095.7,13,19,29,NA,NA,18.8,-8.2,-28.5,-32.6,RETAIL,8.3
GPI,Group 1 Automotive Inc.,246.42,3039.6,11,20,30,NA,NA,18.75,-21.3,-20.1,-46.5,RETAIL,11.1
ISOU,IsoEnergy Ltd.,9.27,680.7,26,17,15,NA,NA,18.75,-22.6,-20.5,-1.8,MINING,-0.3
VKTX,Viking Therapeutics Inc.,28.99,3424.9,37,14,5,NA,NA,18.75,-4.6,-13.6,11.3,MEDICAL,-47.3
CLPBY,Coloplast A/S ADR,6.45,14523.6,42,12,1,NA,NA,18.7,11.2,-6.2,-31.2,MEDICAL,20.6
MBGL,Mobility Global Inc.,19.49,5911.2,41,1,16,NA,NA,18.7,0,0,0,SOFTWARE,1.9
KMPR,Kemper Corp.,26.48,1584.4,29,20,7,NA,NA,18.65,5.8,-10.7,-49.9,INSURANCE,5.2
NCLH,Norwegian Cruise Line Holdings Ltd.,14.12,6607.7,10,15,37,NA,NA,18.65,-30.9,-28.7,-44.4,LEISURE,23.3
MFA,MFA Financial Inc.,8.36,859.2,25,18,14,NA,NA,18.55,-12.3,-15.8,-14.1,REAL EST,9.6
PLBL,Polibeli Group Ltd.,5.52,2018.8,8,23,29,NA,NA,18.55,-27.7,-33.9,-41.3,RETAIL,-36.2
YB,Yuanbao Inc. ADR,12.4,563.3,10,25,24,NA,NA,18.55,-18.3,-36.3,-48.2,INSURANCE,77.2
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.47,453.3,54,0,0,NA,NA,18.5,0.9,4.7,3.7,ETF/ETN/CEF,12.8
SPPP,Sprott Physical Platinum & Palladium Trust,14.5,620.3,54,0,0,NA,NA,18.5,8,-7.9,18.1,ETF/ETN/CEF,61.8
SOUN,SoundHound AI Inc.,5.93,2699.3,11,14,36,NA,NA,18.45,-16.7,-19.8,-62.1,BUSINS SVC,-4.3
LKQ,LKQ Corp.,23.3,6029,21,11,27,NA,NA,18.4,-9.7,-18.6,-25.2,RETAIL,9.5
OTF,Blue Owl Technology Finance Corp.,10.59,4975.9,27,1,32,NA,NA,18.4,-0.7,-14.5,-31.8,ETF/ETN/CEF,12.3
BBW,Build-A-Bear Workshop Inc.,24.44,313.8,7,14,40,NA,NA,18.25,-24.5,-38.1,-67.1,RETAIL,35.5
GDV,Gabelli Dividend & Income Trust,28.95,2542.1,53,0,0,NA,NA,18.25,-0.1,6.7,6.5,ETF/ETN/CEF,15.5
DSDVY,DSV A/S ADR,97.84,47344.8,18,14,26,NA,NA,18.2,-16.5,-22.4,-10,TRANSPORTATION,7.4
VSNT,Versant Media Group Inc.,35.18,5042.3,30,14,11,NA,NA,18.2,-7.9,-2,0,MEDIA,8.8
GLIBK,Liberty Capital Corp. Series C GCI Group,23.79,968.8,37,10,7,NA,NA,18.15,16.5,-34.2,-33.2,TELECOM,-19.9
FWRD,Forward Air Corp.,14.83,520.6,36,10,8,NA,NA,18.1,8.9,-5.8,-44.7,TRANSPORTATION,-68.4
CCAP,Crescent Capital BDC Inc.,9.78,371.8,15,14,29,NA,NA,18.05,-12.5,-25.1,-37.7,FINANCE,4.8
FND,Floor & Decor Holdings Inc. Cl A,47.28,5048.7,19,10,29,NA,NA,18.05,-10.8,-12.7,-45.7,RETAIL,9.1
LYSDY,Lynas Rare Earths Ltd. ADR,10.05,9786,26,19,9,NA,NA,18.05,-19.8,-30.3,4,MINING,7.6
MYGN,Myriad Genetics Inc.,3.89,396,18,27,9,NA,NA,18.05,-14.3,-16.2,-49.3,MEDICAL,-68.5
OFRM,"Once Upon a Farm, PBC",16.56,693.7,25,12,19,NA,NA,18.05,-14.6,-9.1,0,FOOD/BEV,0
FCBM,First Carolina Financial Services Inc.,12.69,404.5,50,1,1,NA,NA,17.95,0.7,0,0,BANKS,3.6
IVR,Invesco Mortgage Capital Inc.,6.45,704,16,17,23,NA,NA,17.85,-19.4,-20.4,-13.2,REAL EST,13.3
PXED,Phoenix Education Partners Inc.,26.64,958.5,24,13,18,NA,NA,17.85,-12.8,-2.4,0,CONSUMER,46.6
VWAGY,Volkswagen AG ADR,8.88,47343.1,18,23,13,NA,NA,17.85,-9.6,-14.4,-23.3,AUTO,4
APLD,Applied Digital Corp.,28.12,7689,29,19,4,NA,NA,17.8,-39.6,5.5,41.2,BUSINS SVC,-20.1
CEF,Sprott Physical Gold & Silver Trust,44.63,7751.2,51,0,0,NA,NA,17.75,3.1,-8.6,31,ETF/ETN/CEF,61.9
IE,Ivanhoe Electric Inc.,9.51,1512.9,19,16,20,NA,NA,17.75,-16.6,-20.8,2.1,MINING,-30.9
KLAR,Klarna Group PLC,13.8,7880.3,10,13,35,NA,NA,17.75,-26.8,3.1,-69.3,FINANCE,-12.8
NXRT,NexPoint Residential Trust Inc.,21.04,546.1,12,11,35,NA,NA,17.75,-22,-17.3,-35.3,REAL EST,-9.1
RH,RH,126.54,2401.1,21,18,15,NA,NA,17.75,-14.6,-5.9,-45.8,RETAIL,0
BDRFY,Beiersdorf AG ADR,17.03,18404.4,41,9,1,NA,NA,17.7,1.9,-0.4,-21,CONSUMER,0
BXDC,Blackstone Digital Infrastructure Trust Inc.,19.33,1966.7,36,14,1,NA,NA,17.7,-12.7,0,0,REAL EST,0
EVLV,Evolv Technologies Holdings Inc.,5.01,912.9,20,14,21,NA,NA,17.7,-11.3,-6,-38.6,BUSINS SVC,-28
ALMS,Alumis Inc.,7.77,1043.9,16,13,27,NA,NA,17.65,-66.8,-69.4,81.1,MEDICAL,-86.7
AMPX,Amprius Technologies Inc.,9.5,1393.6,11,10,37,NA,NA,17.65,-41.2,-49.7,-17.2,ENERGY,-50.8
BRVE,Braveheart Bio Inc.,29.2,2495,48,1,2,NA,NA,17.65,0,0,0,MEDICAL,0
POAHY,Porsche Automobil Holding SE ADR,3.19,10507,20,21,12,NA,NA,17.65,-8.1,-13.8,-23,AUTO,7.4
AMSF,AMERISAFE Inc.,24.62,457.3,11,21,23,NA,NA,17.6,-21.4,-24.9,-44.9,INSURANCE,18.5
PACK,Ranpak Holdings Corp.,3.98,342.2,18,14,23,NA,NA,17.6,-45.8,14.7,-23.3,MISC,-7.1
PUMP,ProPetro Holding Corp.,10.48,1284.7,29,11,13,NA,NA,17.6,-28.9,-29.7,112.6,ENERGY,0.1
RMIX,Suncrete Inc.,13.23,978.8,37,7,8,NA,NA,17.6,-46.7,15.2,18,BUILDING,-0.6
AMRC,Ameresco Inc. Cl A,23.75,1257.7,23,16,14,NA,NA,17.55,-17.1,-11,-24,ENERGY,4.2
ATS,ATS Corp.,19.34,1885.9,10,16,30,NA,NA,17.5,-31,-39.3,-31.4,MACHINE,4.2
GOOS,Canada Goose Holdings Inc.,7.46,729,9,9,40,NA,NA,17.5,-23.8,-31.7,-46.1,CONSUMER,4
MTH,Meritage Homes Corp.,63.25,4211.6,26,12,15,NA,NA,17.5,-16.5,3.4,-17.4,BUILDING,8.8
ORN,Orion Group Holdings Inc.,9.05,366.1,20,10,25,NA,NA,17.5,-43,-8.8,11.5,BUILDING,1.6
ERII,Energy Recovery Inc.,6.99,359.9,10,11,36,NA,NA,17.45,-25.8,-29.5,-53.8,MACHINE,11
SGRY,Surgery Partners Inc.,13.25,1747.8,25,16,11,NA,NA,17.45,-8.9,7.2,-39.9,MEDICAL,-4.4
SMSGY,Samsonite Group S.A. ADR,7.92,2154,17,11,27,NA,NA,17.4,-10.3,-28.5,-28.6,CONSUMER,18.8
EROC,ERock Inc.,13.09,2830.3,26,17,8,NA,NA,17.35,-19.9,0,0,MACHINE,0
WINA,Winmark Corp.,285.38,1058.5,8,7,43,NA,NA,17.35,-28.7,-30.7,-44.6,RETAIL,0
LVMUY,LVMH Moet Hennessy Louis Vuitton ADR,91.9,233169.2,13,9,34,NA,NA,17.3,-21.6,-13.9,-24.7,CONSUMER,16.5
ONDS,Ondas Inc.,7.39,4224.1,22,12,19,NA,NA,17.3,-20.3,-31.8,12,AEROSPACE/DEFENSE,-58.1
RARE,Ultragenyx Pharmaceutical Inc.,14.51,1429.5,6,20,29,NA,NA,17.3,-47.1,-29.1,-50.2,MEDICAL,-656
STEW,SRH Total Return Fund Inc.,18.02,1744.6,49,0,0,NA,NA,17.25,2.4,5.1,-1,ETF/ETN/CEF,8
